title,sentence,date
Israel: Financial Services Firm GMT Joins RippleNet,"GMT, which describes itself as Israel’s “largest” financial player, is joining Ripple’s network, alongside names such as MoneyGram.",2018-12-19
"A Year After $20K All-Time Highs, Bitcoin Price Sees a Small Rally Above $3.5K","In the absence of motivating factors, BTC/USD experienced what could be called a commemorative pump Tuesday.",2018-12-18
"Bitcoin, Ripple, Ethereum, Stellar, EOS, Litecoin, Bitcoin Cash, Bitcoin SV, TRON, Cardano: Price Analysis, Dec. 17","One year ago today, Bitcoin hit $20,000. As a sharp rally from current levels seems unlikely investors should have a long-term horizon and not expect overnight riches.",2018-12-18
"Greenlight: All Top Cryptos See Gains, Bitcoin Nears $3,300","The top 20 cryptocurrencies are all in the green, two of them reporting double-digit gains, Bitcoin approaches over $3,300.",2018-12-17
"Top Cryptos See Mixed Gains & Losses, Bitcoin Fights to Stay Over $3,200","Top cryptocurrencies report moderate losses and Bitcoin briefly dips under the $3,200 mark in the past 24 hours.",2018-12-16
"Bitcoin, Ripple, Ethereum, Stellar, EOS, Bitcoin Cash, Litecoin, Bitcoin SV, TRON, Cardano: Price Analysis, Dec. 14","While total market cap threatens to break below $100 billion, new research shows that the amount of crypto users doubled by Q3 2018. Does this signal a recovery in the future?",2018-12-15
"Bitcoin Price Near $3,400, Wider Crypto Markets See Another Mild Slump","After seeing a small rebound yesterday, crypto markets are again in the red, Bitcoin trading around $3,400.",2018-12-14
"UAE Exchange, Ripple to Launch Blockchain Remittances to Asia by Q1 2019",UAE Exchange has partnered with Ripple to launch blockchain-based cross-border remittances to Asia by Q1 2019.,2018-12-14
"Crypto Markets See Modest Gains, Bitcoin Rises Above $3,400","Crypto markets have overcome yesterday’s downturn, as the top 20 coins are seeing green across the board.",2018-12-13
"Bitcoin, Ripple, Ethereum, Stellar, EOS, Bitcoin Cash, Bitcoin SV, Litecoin, TRON, Cardano: Price Analysis, Dec. 12","The recent slump in markets has provided traders with a good buying opportunity, but a recovery may not come in the form of a dramatic vertical rally.",2018-12-13
"Bitcoin Dips Below $3,400 as Market Volatility Continues","Bitcoin’s volatility continues, the coin dropping below $3,400 soon after challenging $3,700.",2018-12-12
"Bitcoin, Ripple, Ethereum, Stellar, Bitcoin Cash, Bitcoin SV, EOS, Litecoin, TRON, Cardano: Price Analysis, Dec. 10",The trade volume of retail investors has been dropping and there is still a lack of participation from traditional investors like investment banks.,2018-12-11
"Markets Fail to Hold Yesterday’s Gains, Bitcoin Trades Below $3,500","Crypto markets have failed to hold on to gains from Dec. 9, with Bitcoin trading below $3,500 again.",2018-12-11
"Crypto Rankings' Shake-Up Follows Yesterday’s Market Crash as Bitcoin Stays Around $3,400","After seeing another big sell-off, crypto markets are trading sideways, with total market cap hovering around yesterday’s levels.",2018-12-08
"Bitcoin, Ripple, Ethereum, Stellar, Bitcoin Cash, Bitcoin SV, EOS, Litecoin, TRON, Cardano: Price Analysis, Dec. 7",Markets are down following more delays on a Bitcoin ETF decision from the U.S. SEC. Let’s consult the charts and see how top coins are faring.,2018-12-08
"Major Crypto Exchange Coinbase ‘Explores’ Listing XRP, Cardano, EOS, Others","U.S.-based crypto exchange Coinbase “explores” adding support for 31 cryptocurrencies, including major coins such as XRP, EOS, ADA.",2018-12-07
"Market Mayhem: Bitcoin Sinks Below $3.4K, Ethereum Plummets to Double Digits","Crypto markets have today again taken a major downturn, with virtually all of the major coins by market cap seeing double digit losses — some as high as over 20 percent.",2018-12-07
"Major Coins Show Poor Performance, With Ethereum Dipping Below $100","Crypto markets have continued yesterday’s downtrend, with Bitcoin Cash, EOS, and Binance Coin seeing major losses.",2018-12-07
"Top Cryptocurrencies See Moderate Losses, Bitcoin Below $3,800",Today all but one of the top 20 cryptocurrencies registered losses. Bitcoin is down over 4 percent in the last 24 hours.,2018-12-06
"Bitcoin, Ripple, Ethereum, Stellar, Bitcoin Cash, EOS, Litecoin, Cardano, TRON, Monero: Price Analysis, Dec. 5","While expert opinions over Bitcoin’s future vary, the current bear market has failed to deter investment from large players, showing that interest in the space in alive and well.",2018-12-06
R3 Adds Ripple as First Crypto for Its Universal Payments DApp,"Enterprise blockchain consortium R3 has released a new universal payment settlement platform, with ‘rival’ Ripple’s XRP the first crypto to be supported.",2018-12-06
"Ripple, NEM & Two Others Launch ‘Blockchain for Europe’ Association",Four major blockchain companies have formed a “Blockchain for Europe” Association in a bid to promote the understanding and proactive regulation of blockchain across the continent.,2018-12-06
"Top Cryptocurrencies See Slight Gains, Bitcoin Hovers Under $4,000","Crypto markets are seeing a tint of green, with just a few top coins in the red. Bitcoin is hovering under the $4,000 mark.",2018-12-05
"Bitcoin, Ripple, Ethereum, Bitcoin Cash, Stellar, EOS, Litecoin, Cardano, Monero, TRON: Price Analysis, Dec. 3","Top coins are shaky as Bitcoin falls back below the $4,000 mark, but increased institutional interest — like Coinbase’s new OTC desk — could signal a turnaround.",2018-12-04
"Crypto Assets See Losses Across the Board as BTC Falls Below $4,000","Bitcoin has today again lost the $4,000 price point as all major coins see significant losses of between a 4 and 10 percent range.",2018-12-04
"Top Coins Are Shaky, But Bitcoin Still Holds $4,000 Mark","While the top 20 cryptocurrencies are mostly in the red, Bitcoin has been holding above $4,000.",2018-12-03
"Crypto Markets Meet December in Green, Bitcoin Trades Above $4,200","Crypto markets go green on the first day of December, with Bitcoin breaking and holding the $4,200 threshold.",2018-12-02
"Bitcoin, Ripple, Ethereum, Bitcoin Cash, Stellar, EOS, Litecoin, Cardano, Monero, TRON: Price Analysis, December 1","The bears seem to be unwilling to wait for the higher levels to sell Bitcoin, as the market experiences a pullback.",2018-12-01
"Crypto Markets See Persistent Red, Bitcoin Briefly Dips Below $4K","The crypto markets are today back in the red, with virtually all of the top 20 cryptocurrencies seeing losses within a 4-10% range.",2018-11-30
Crypto Markets Come Back Down After Slight Jump Yesterday,"Cryptocurrency markets could not maintain their bullish trend from yesterday, with most major coins seeing red today.",2018-11-30
"Bitcoin, Ripple, Ethereum, Bitcoin Cash, Stellar, EOS, Litecoin: Price Analysis, Nov. 28",Markets rally today as execs from several big name institutional players express their optimism about crypto’s future as an asset class.,2018-11-29
"Bitcoin Sees Strongest 24-Hour Performance Since July, Total Market Cap Jumps $11 Bln","After the market crash, Bitcoin has soared back above $4,000, with all major cryptocurrencies seeing strong growth.",2018-11-28
"Markets Fail a Firm Rebound Attempt, Some Altcoins See Notable Daily Gains","Major coins are seeing slight losses, while the newly-forked Bitcoin SV, the ninth top crypto by market cap, is down almost ten percent on the day.",2018-11-28
"Bitcoin, Ripple, Ethereum, Bitcoin Cash, Stellar, EOS, Litecoin, Cardano, Monero, TRON: Price Analysis, Nov. 26",Rampant selling in recent weeks dragged total market capitalization from above $210 billion on Nov. 14 to just below $116 billion on Nov. 25.,2018-11-27
"Bitcoin Briefly Breaks Over $4,000, Bitcoin Cash Sees Gains Near 20 Percent on the Day","Crypto markets mirror Ohio’s green light to offer taxpayers a Bitcoin payment option as the top currency breaks back over $4,000.",2018-11-26
"Japan: Coincheck Completes Token Additions With Ripple, Factom Relaunch",Monex Group has confirmed Coincheck now supports withdrawals and deposits for all tradable assets on the platform.,2018-11-26
"Hodler’s Digest, Nov. 19–25: SIX Launches Multi-Crypto ETP, BCH’s Hard Fork Remains Contentious","KPMG releases a report that remains bullish on cryptocurrencies, while Bakkt announces a target launch date for the end of January.",2018-11-26
"Top 5 Crypto Performers Overview: XEM, Ripple, EOS, Bitcoin, IOTA","Dismal crypto bear markets continue to rage, though the Bitcoin Cash hard fork drama has settled and a series of major institutional investor moves are on the horizon.",2018-11-25
"Bitcoin, Ripple, Ethereum, Stellar, EOS, Litecoin, Cardano, Monero, TRON, Dash: Price Analysis, Nov. 23","While a price crash can indicate decaying asset class fundamentals, markets often get the fundamentals of new technology wrong.",2018-11-24
"Bitcoin Hits Another Low, Bitcoin Cash Is Down Almost 50% on the Week","Bitcoin dropped to as low as $4,195 earlier today, Bitcoin Cash is down almost 50 percent over the past 7 days.",2018-11-24
"SBI Ripple Asia, Japan Payment Card Consortium Partner on Blockchain System to Fight Fraud",SBI Ripple Asia and the Japan Payment Card Consortium have announced a joint proof of concept to prevent fraud with blockchain technology.,2018-11-23
Crypto Markets Shaky but Most Top Coins See Only Mild Losses,"After a period of tumult, the crypto markets are today somewhat calmer, with most of the top ten cryptos seeing only mild losses.",2018-11-22
Top Coins Trading in The Green After Major Drop-Off Yesterday,"Cryptocurrency markets have seen slight gains on the day, with all top ten cryptocurrencies trading in the green.",2018-11-22
"Bitcoin, Ripple, Ethereum, Stellar, EOS, Litecoin, Cardano, Monero, TRON, Dash: Price Analysis, Nov. 21","The world did not come to an end after the financial crisis of 2007–2008. Similarly, this bear market will also pass and the stronger cryptocurrencies will rise and reward investors.",2018-11-22
Markets Panic: Bitcoin Hits Lowest Since October 2017 as Bitcoin Cash Drops 40 Percent,A turbulent time for cryptocurrency markets has seen Bitcoin Cash almost lose half its value and Bitcoin set 13-month lows.,2018-11-20
"After Yesterday’s Signs of Recovery, Crypto Markets See Drastic Losses","Following slight signals of recovery yesterday, crypto markets experience another dramatic fall, dragging Bitcoin below $5,000.",2018-11-20
"Bitcoin, Ripple, Ethereum, Stellar, EOS, Litecoin, Cardano, Monero, TRON, IOTA: Price Analysis, Nov. 19","Following the increase in volatility and a renewed downtrend in markets, some analysts have projected abysmally low prices for Bitcoin.",2018-11-20
"Crypto Markets See Flush of Green as Bitcoin Moves Closer to $5,600","After a tumultuous week, crypto markets are today signalling recovery, with most of the top ten cryptocurrencies seeing healthy growth.",2018-11-19
"Hodler’s Digest, Nov. 12–18: a Stablecoin Gets Sharia Certified, the IMF Considers Central Bank Digital Currencies","The head of the IMF suggests looking into central bank issued digital currencies, while a Swiss stablecoin gets Sharia certified.",2018-11-19
"Top 5 Crypto Performers Overview: XEM, Ripple, Stellar, Bitcoin, IOTA","This week saw a focus on the Bitcoin Cash hard fork, leading to a dent in the sentiment as several cryptos hit new year-to-date lows.",2018-11-18
Major Swiss Stock Exchange SIX Lists World’s First Multi-Crypto ETP Amidst Market Collapse,"The fourth largest European stock exchange, SIX Swiss Exchange, will list the world’s first multi-crypto exchange-traded product next week.",2018-11-18
"Ripple Continues to Rebound, While Most Major Cryptocurrencies See Mild Wave of Red","Major crypto markets see a slight decline, Ripple continues to show sufficient gains and hold its position as top cryptocurrency after Bitcoin.",2018-11-18
"Bitcoin, Ripple, Ethereum, Stellar, EOS, Litecoin, Cardano, Monero, TRON, DASH: Price Analysis, Nov. 16","Bitcoin saw its third worst drop of 2018 on Nov. 14, as it broke down to new year-to-date lows. After the recent fall, how should traders approach the markets?",2018-11-17
"Bitcoin, Altcoins Begin Recovery While Bitcoin Cash Becomes Top 20’s Worst Performer","The impact of this week’s market volatility is beginning to fade for major cryptocurrency assets, markets confirm.",2018-11-16
"After Yesterday’s Bloodbath, Losses Continue for Major Cryptos, XRP Overtakes Ethereum","Major cryptocurrencies continue to see losses after yesterday’s drop in markets, XRP has overtaken Ethereum as the number two coin by market capitalization.",2018-11-16
Malaysian Lending Giant CIMB Joins Ripple’s Cross-Border Payment Network,Malaysian lending giant CIMB Group Holdings Bhd. has signed on to use Ripple’s xCurrent technology for expediting cross-border payments.,2018-11-15
CoinShares CSO Demirors Urges Calm Among Bitcoin Investors as Prices Slide 12 Percent,"‘Weird and strange’ trading around hard forks means the current volatility in crypto markets is nothing unusual, says CoinShares CSO.",2018-11-15
"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Stellar, Litecoin, Cardano, Monero, TRON: Price Analysis, Nov. 14","Major cryptocurrencies have seen major losses today after months of stability, with Bitcoin reaching a new low for 2018.",2018-11-15
